Instance,Income
130781,6424386.699729863
130782,7039789.254563534
130783,522261.87257565995
130784,84402.31868940014
130785,385529.6973184361
130786,443553.8109364364
130787,21738.951823954205
130788,126951.22734656703
130789,26579.015992233584
130790,55968.40144652408
130791,133713.1914216418
130792,1053526.3172793244
130793,780524.2730432234
130794,9892.149690513988
130795,25647.555629011636
130796,25728.765692647616
130797,1169149.6569412302
130798,797802.7652262297
130799,82024.92478037185
130800,296139.0036023363
130801,323300.9786241227
130802,1023490.1357502032
130803,63027.74180928112
130804,1579541.3785292087
130805,229047.74883407386
130806,67845.04458911372
130807,658631.9993164742
130808,103860.83841384274
130809,165085.35131496287
130810,38910.22209037327
130811,256380.22199426033
130812,13089.02704361431
130813,1200435.784629253
130814,277307.47796571977
130815,38648.64150448489
130816,235167.622972894
130817,586374.1123964682
130818,36323.59182640101
130819,526865.793759849
130820,295646.45695262245
130821,303209.9611216095
130822,1089188.5278479792
130823,17305.14713691195
130824,42782.21611933125
130825,516732.508222407
130826,440989.1593014192
130827,20040.23815253083
130828,238029.73329644464
130829,1027789.3776669605
130830,81501.14015728766
130831,981570.9025436259
130832,25121.99195575273
130833,435414.38358679955
130834,45807.715347369915
130835,780680.9733172705
130836,2036301.046591831
130837,146644.05966512626
130838,371057.8983979832
130839,1136663.116806529
130840,345434.19741702144
130841,842726.7615008024
130842,22549.550823803886
130843,2048953.7705151555
130844,154068.5067165193
130845,1787146.997193025
130846,1050767.035065848
130847,296942.864778223
130848,1537716.7256296312
130849,458033.97743424383
130850,53541.42977908946
130851,1332809.4638423773
130852,1573721.6180377137
130853,1187695.6636418428
130854,600013.6318958381
130855,1117506.2933867215
130856,20919.69401830969
130857,814373.1087402501
130858,678908.4063063007
130859,313893.0728100391
130860,507704.3011016678
130861,458848.6718414081
130862,727188.726844701
130863,134987.13603953412
130864,1600919.852950722
130865,170421.8468899994
130866,766375.5337854647
130867,207456.11169666442
130868,17959.108178348302
130869,147026.2087629003
130870,476093.5382599831
130871,55422.12077338964
130872,494899.640692963
130873,941838.580396389
130874,2097830.5520754717
130875,683775.9270272809
130876,177957.21306935532
130877,612151.505229793
130878,2650377.6447435464
130879,1065221.678850963
130880,167303.76430597622
130881,97536.04277765387
130882,361510.92407962633
130883,144633.7945313813
130884,52232.079069271975
130885,107428.81708348068
130886,147451.8520929063
130887,1169652.2299141402
130888,1371645.2597737168
130889,23926.072088363297
130890,1426662.092228747
130891,494436.3716952453
130892,89413.08261908744
130893,118856.87981787778
130894,113741.50449546314
130895,315616.6362942005
130896,35588.69304332931
130897,100408.97511720957
130898,2746710.3749682545
130899,158196.66469661947
130900,799581.9565978454
130901,130689.84821325088
130902,765324.3456240945
130903,191001.65318923324
130904,240359.33700379665
130905,58012.12572672987
130906,765590.5496875145
130907,19772.23228763476
130908,12674.799671346993
130909,647827.2439890566
130910,615755.2386268991
130911,859851.546582852
130912,26448.851655602823
130913,218399.72317139644
130914,1068460.4601963041
130915,688972.4459548214
130916,900699.7000521616
130917,1178861.610951666
130918,23869.325704864747
130919,214752.67841902046
130920,960391.1863434257
130921,1114563.0329129363
130922,593096.6026184565
130923,1933505.8022374718
130924,213119.4213743977
130925,399278.389020124
130926,454238.28940079344
130927,285310.22005156905
130928,319459.69682231446
130929,26205.93374376213
130930,102182.55461258213
130931,345120.18880668684
130932,281959.03650271834
130933,243075.22534142685
130934,1156600.5990926898
130935,532440.6756645894
130936,589379.2756333114
130937,415606.90895683673
130938,304388.19163336506
130939,168873.59166908596
130940,201158.76167128852
130941,292039.9233138407
130942,286052.2793848464
130943,14576.151082612463
130944,432399.8972541777
130945,75367.91009456504
130946,482689.19276808284
130947,298672.70939485624
130948,1115455.0102308735
130949,542735.2918104411
130950,97410.79976988895
130951,544258.218024935
130952,52964.03384911992
130953,467147.49902418203
130954,357728.7936346121
130955,270013.0934134266
130956,20367.043767458952
130957,60238.06658298577
130958,587690.5346057458
130959,2999972.701270161
130960,13956.938455618227
130961,1059789.493803333
130962,531614.0068935917
130963,262976.9348636084
130964,1121379.7903817215
130965,445672.00660664495
130966,157594.1966077159
130967,3628706.9109765994
130968,399363.706256049
130969,14975.805648730797
130970,274607.1789215569
130971,360529.49174833886
130972,795035.1798827205
130973,1220271.084187383
130974,385950.19804943673
130975,477542.35034890147
130976,217854.97644804692
130977,149244.16280516642
130978,40383.775759801276
130979,17265.012916390075
130980,29980.137411519034
130981,831204.9391325995
130982,1862183.8803989147
130983,323898.095618468
130984,134339.3232395536
130985,23874.186681166935
130986,551538.3575501873
130987,23115.12412910364
130988,584607.6292822105
130989,2958411.683207105
130990,72724.58006355695
130991,24531.192370752222
130992,352977.18217711523
130993,429212.05980855826
130994,18581.718344645287
130995,392686.465085239
130996,154336.57801612318
130997,636923.8022324905
130998,3309570.8362475177
130999,515383.5404287178
131000,1589293.016568598
131001,391030.39505825046
131002,1553664.2359514742
131003,232972.5814113557
131004,654801.5761030215
131005,41832.53631755483
131006,929068.985544053
131007,938102.8449357636
131008,1087738.017851073
131009,2006918.9340819945
131010,403635.0561217742
131011,19818.789395118467
131012,11229.771580676355
131013,313306.80049570877
131014,706959.2492330407
131015,221481.28792570552
131016,1399902.7211536
131017,3248017.8042700933
131018,784206.7620851619
131019,184795.53039139343
131020,23677.90594595736
131021,505059.3777320613
131022,722917.2543862393
131023,114271.23576840536
131024,1100750.3627810462
131025,811968.9023126966
131026,328936.6779947923
131027,132198.0412125965
131028,376065.7517792805
131029,26371.4093223058
131030,704156.561106113
131031,866148.3466842966
131032,511749.65682432865
131033,644016.4783270777
131034,158231.381187714
131035,986308.0434983986
131036,294887.50006530964
131037,1720272.6123359068
131038,197563.53086266413
131039,68043.15205765668
131040,223885.0304440936
131041,162345.7151602183
131042,348165.82466579357
131043,744835.0268927288
131044,169332.52109404106
131045,300311.2449287457
131046,69587.38688436303
131047,998633.0422748526
131048,547892.7926671705
131049,448768.3968607746
131050,142809.82189248328
131051,1214407.7826994678
131052,718851.2743649662
131053,4026013.2613945296
131054,374504.83378154674
131055,58102.75519152291
131056,12422.80773621806
131057,99476.23721487368
131058,18527.43961190142
131059,628982.2936935396
131060,748178.0375601848
131061,2765977.213926865
131062,451985.46456963656
131063,860564.4563056866
131064,1565728.5655517448
131065,601949.2099335906
131066,738717.011669807
131067,1371483.849748927
131068,568756.622288294
131069,202081.69730463
131070,116636.15739760025
131071,215412.2545964945
131072,75242.86071918083
131073,631919.6949393915
131074,60596.54365198157
131075,21564.568348229488
131076,1398430.17488434
131077,370928.3962014918
131078,557012.1698305702
131079,272883.4725473647
131080,15860.297421427556
131081,114488.75329321135
131082,358236.2748016585
131083,11715.025096095722
131084,609688.9091760407
131085,1559861.5552832263
131086,440343.9843746761
131087,63049.54510852706
131088,482446.5943458459
131089,1209624.8247868577
131090,77942.16967813249
131091,200876.36625397898
131092,1397424.898229103
131093,975577.4551129638
131094,306063.49690812035
131095,491503.2370426303
131096,726202.2925434945
131097,231405.04197939788
131098,20875.857754397315
131099,424947.52680982795
131100,246777.5150070024
131101,2464913.2190849087
131102,14137.353260880493
131103,1751349.5993714489
131104,1026801.9748338269
131105,596904.4390058583
131106,395003.1439761628
131107,1708079.4218097904
131108,215315.35763741645
131109,658149.161380492
131110,141686.34314537706
131111,170089.80951802133
131112,25112.07133127626
131113,304902.8248115861
131114,236465.7339631069
131115,451171.62940448034
131116,83162.30676619103
131117,1069650.4982717123
131118,297196.6596060425
131119,1272871.370352824
131120,1043183.039822674
131121,1417475.381793318
131122,133359.0457298609
131123,874911.9508521701
131124,1175322.6559291156
131125,610162.7792278726
131126,13308.093660793571
131127,545519.2654929692
131128,19343.470136414988
131129,1830709.877679481
131130,1000937.8372486377
131131,50554.12813788618
131132,2583611.2114182482
131133,577797.5092235752
131134,1194481.1529425436
131135,240446.55585043225
131136,19469.27540063641
131137,1031214.906143536
131138,828067.8801025664
131139,378040.69784373813
131140,160473.74504108366
131141,63617.058497933525
131142,2248738.3227137914
131143,333781.2727381323
131144,3166595.411752521
131145,109479.08124353355
131146,41650.95230271218
131147,308903.7972861355
131148,460895.008313485
131149,800686.1709724292
131150,338219.1483098764
131151,18611.07393813033
131152,494243.2943581819
131153,51577.03770984706
131154,176934.74386931132
131155,1509545.5476665143
131156,288598.4837249653
131157,477417.6026710336
131158,1679676.8387401702
131159,1181348.0520941152
131160,2042185.1455618755
131161,16826.770800488535
131162,93025.64633306359
131163,45866.27218451706
131164,28241.58269159982
131165,79119.4335431204
131166,64379.0993361225
131167,72051.85943671885
131168,72264.47275282486
131169,208710.94241002545
131170,14522.794851765293
131171,396529.7591861015
131172,467137.1938091962
131173,949471.7243121543
131174,753498.0219396624
131175,66292.57356444332
131176,888360.9868871053
131177,552216.0524632124
131178,424250.5974253148
131179,779559.186368883
131180,146847.11493746188
131181,360802.7758667657
131182,2203209.083978108
131183,31196.98789213832
131184,46848.83312144418
131185,731146.1486152
131186,1283122.9569704754
131187,528329.5002669696
131188,101197.00958685458
131189,891515.4965536048
131190,341220.7540382761
131191,509253.75185888365
131192,953286.9435030551
131193,1600153.0392487578
131194,447500.6384730092
131195,356585.0153157412
131196,1179020.0976794022
131197,550221.1708003521
131198,277553.8778820687
131199,492686.31877066894
131200,605671.8809698096
131201,1660010.9042917143
131202,2816229.8957411414
131203,106713.82935471948
131204,313189.45168378425
131205,185965.22736134453
131206,150904.25910612257
131207,1109577.6749269192
131208,433400.7153054252
131209,50706.94440599168
131210,42239.27279866518
131211,1136564.4824059843
131212,952654.1266601769
131213,1426055.5963514487
131214,278089.9900810268
131215,156820.91486995653
131216,1274891.9444412072
131217,1424643.7184706326
131218,501209.33593366545
131219,23461.59909284739
131220,580070.6555560379
131221,62977.57508496888
131222,720343.8770628972
131223,1114733.1350977279
131224,170683.8992754094
131225,275253.458411006
131226,514294.50610829686
131227,348776.309775402
131228,1556049.799212015
131229,239989.68111888145
131230,375191.97471483384
131231,866032.11034213
131232,23939.096182359248
131233,482532.97862243076
131234,772076.3532189248
131235,281716.5620918753
131236,1120711.3689898013
131237,104353.22125058649
131238,94260.66973941794
131239,662758.1454525458
131240,720359.856782825
131241,3082266.4142183806
131242,622327.513342504
131243,58997.628248662004
131244,1766663.8076080792
131245,369288.3885709429
131246,1783717.920877445
131247,1278051.3003091686
131248,1250449.7787065376
131249,195802.97933027515
131250,458627.4160859338
131251,1194833.37960122
131252,1051683.5980630515
131253,937436.4466299792
131254,82408.94230540135
131255,251266.7172965742
131256,1086084.4547438906
131257,60399.68763256505
131258,520240.98773349595
131259,2145089.51657166
131260,1865045.212271213
131261,116447.73102071356
131262,292564.8845588814
131263,68464.84478225964
131264,1959627.7542810768
131265,382492.48523848725
131266,82560.40285592107
131267,978330.6656851979
131268,849024.0065665345
131269,20558.84837549974
131270,219712.27250830832
131271,468884.8209113332
131272,331572.20025262376
131273,497852.1915252203
131274,194155.08891534255
131275,35254.68221008439
131276,79211.71956794201
131277,1370938.72200388
131278,611702.6348937639
131279,828512.1878221649
131280,36673.59852474908
131281,147220.5678125733
131282,65140.546409720664
131283,740599.1340920486
131284,1777860.1059082854
131285,1196104.5157507292
131286,1099719.5019284564
131287,19932.74424262669
131288,607362.4389067907
131289,40251.66952900084
131290,31759.009959784926
131291,21070.33462678696
131292,43103.15553445652
131293,11178.042990931492
131294,85392.47629119814
131295,481476.51572151826
131296,213451.6171420344
131297,36198.4583919393
131298,102481.14278697917
131299,314367.48645450786
131300,378293.4277141335
131301,685521.7088730282
131302,342647.5555604063
131303,800674.5011343036
131304,44889.71826973788
131305,2003010.4723916976
131306,14369.690354505552
131307,161668.3821471362
131308,118523.09973102096
131309,614701.0075486007
131310,4013760.431707727
131311,463663.47332878155
131312,81042.21238243995
131313,19490.53062337701
131314,418950.32182046963
131315,15706.194297327087
131316,724130.5492434258
131317,66290.54786936752
131318,639010.6335884933
131319,734460.557165092
131320,683567.8093790074
131321,1313735.9280508196
131322,1325775.3686435632
131323,421392.83031787584
131324,170194.46311800892
131325,1317898.6302026443
131326,1091228.8049500491
131327,901400.7598821041
131328,322673.9860495481
131329,122834.7329327348
131330,21712.164986687272
131331,736616.7748543094
131332,33686.132197701496
131333,135363.57303698454
131334,574441.6407001318
131335,231777.9552114
131336,50826.0846039313
131337,851760.0614620581
131338,1254908.373588001
131339,29330.83252168888
131340,1197531.9052858357
131341,288614.59135434986
131342,126632.32757718414
131343,181410.94238761286
131344,915224.9395442441
131345,2008048.6470112111
131346,168141.53086991314
131347,27713.212663737373
131348,41768.41570378196
131349,1181251.409508319
131350,184194.86680432464
131351,30647.31338901949
131352,546716.5784245954
131353,506146.1300803682
131354,1202844.6403120195
131355,367908.4136938685
131356,209758.31964325949
131357,120394.77146688102
131358,133371.7200104991
131359,1669729.6047552612
131360,20721.87354015044
131361,307436.3735572722
131362,2751575.7497629724
131363,31658.668019094683
131364,1261471.996147779
131365,540064.6605787632
131366,148390.67137825402
131367,64148.267512687096
131368,38224.52757829175
131369,332129.4535604476
131370,886258.4151283681
131371,20422.633409211005
131372,465583.3565376461
131373,594932.6824069584
131374,20469.5670709382
131375,23747.931383990384
131376,340491.06925257656
131377,520944.48075550975
131378,347644.3502083336
131379,29109.88455551603
131380,974325.8565380943
131381,410126.23764270474
131382,25827.597684370947
131383,666833.743704926
131384,151955.01283391568
131385,16903.64851031547
131386,888680.4059091068
131387,685463.8639081721
131388,226259.3222716272
131389,546915.7385304513
131390,92277.93671380133
131391,392060.0305602554
131392,218862.56332706285
131393,438429.0770873861
131394,17064.594884456328
131395,983482.0997940869
131396,1756688.5139509984
131397,709676.7764950978
131398,721993.0346928699
131399,42569.228431903975
131400,227483.0902086344
131401,295769.41260481114
131402,790764.365888892
131403,820935.984979586
131404,222184.984028437
131405,321241.27393427194
131406,117191.77994440786
131407,134659.8062225795
131408,229219.7589427673
131409,878642.0085610586
131410,624497.3048680503
131411,54992.569765693675
131412,596050.8332551124
131413,282493.3306383671
131414,400620.0665553836
131415,51437.35529846387
131416,107597.48278829902
131417,12245.760194447696
131418,15986.10405793663
131419,632090.3245995418
131420,1400097.8787138513
131421,423168.88865666604
131422,118104.63434687135
131423,1907678.7622350531
131424,758584.2963776587
131425,531153.4863831588
131426,223046.18010356254
131427,15493.80836720963
131428,112295.85984043004
131429,480203.3287073742
131430,21310.76748362714
131431,12189.863975191894
131432,76730.94223928546
131433,233125.7305866718
131434,116771.79720682064
131435,574536.214988411
131436,256916.1778074736
131437,552567.2618448233
131438,140262.41852262575
131439,13501.838751675305
131440,603694.61288229
131441,301352.4277396154
131442,450252.42897629336
131443,166727.71179699435
131444,856706.4641012297
131445,129380.75905068588
131446,160900.93772164272
131447,21249.65430225982
131448,678109.8781647729
131449,437774.6377496591
131450,62348.69978324443
131451,1079275.611206996
131452,23428.33582256736
131453,362935.3805277425
131454,679515.3917176264
131455,434330.1914511757
131456,724442.412542452
131457,42439.437799845335
131458,558708.8583074287
131459,154847.57458668528
131460,1241691.1722485572
131461,202309.0618431612
131462,140683.0450900519
131463,519436.1190649421
131464,642437.9606970543
131465,455424.8020505815
131466,45713.21882120001
131467,361873.4695276711
131468,921416.9245208886
131469,1718501.4930203613
131470,7362.558163279024
131471,764942.30790851
131472,969612.4248295036
131473,735424.9002016919
131474,280391.48937297583
131475,512516.29578774044
131476,781665.7142346359
131477,687828.436982537
131478,656667.1066669043
131479,297135.1438009659
131480,208339.70594719137
131481,713665.8632629176
131482,779213.8632355555
131483,677877.2035953148
131484,303509.05284513324
131485,267611.56466154783
131486,397298.7499026719
131487,128967.53628818026
131488,829712.2085545202
131489,3898954.032876885
131490,426859.6184465912
131491,353352.8235463222
131492,25006.816326295702
131493,217529.5573944249
131494,769788.6690833912
131495,455651.7389823582
131496,743010.4541079184
131497,152955.15122255599
131498,39205.83424981746
131499,398521.3969787656
131500,254814.68571266375
131501,226809.7179980265
131502,78386.8209288507
131503,137298.75781701106
131504,225101.82831266802
131505,26736.947654492218
131506,763821.3665970471
131507,553145.1105061255
131508,26915.69583759053
131509,479019.38610715885
131510,367647.1424473208
131511,610700.6277115371
131512,271700.3937263719
131513,61446.68363861949
131514,89939.062537699
131515,2952876.243132012
131516,153289.0255967548
131517,225629.1254843647
131518,1633326.889155255
131519,138389.16772930324
131520,22600.585805769082
131521,73895.93592886481
131522,12476.322076195996
131523,251155.1864073262
131524,43743.39665861231
131525,1308172.1499109191
131526,1287254.7272991778
131527,588870.313449726
131528,22644.03359222727
131529,188517.2344214834
131530,467583.67526865297
131531,11633.28769585496
131532,777228.5240979525
131533,375325.09493758937
131534,136577.36222590372
131535,384799.03764963365
131536,786662.4742064086
131537,161470.6357848153
131538,167379.44868383434
131539,16555.928525501342
131540,278236.44587305165
131541,2174944.3090740964
131542,1202201.4637237021
131543,54883.750578133164
131544,25415.695809756344
131545,60793.319270984255
131546,3069421.010324022
131547,275283.4997984597
131548,1115881.2019435186
131549,1109695.8093561349
131550,320205.86506678304
131551,66225.66845947795
131552,1757758.9067413746
131553,25548.961516391508
131554,186781.26199175668
131555,1027748.8304919094
131556,56593.064453210696
131557,158433.92961024467
131558,819595.8508129965
131559,37809.67488637794
131560,33928.75320150095
131561,847709.8328818106
131562,1504845.5092444557
131563,341024.51365278626
131564,3626407.659599437
131565,53983.939455099804
131566,306201.6377950079
131567,197482.86502190772
131568,937656.9420893772
131569,47748.24890067212
131570,12862.10318497517
131571,957254.639655065
131572,1158285.5201538478
131573,1223810.1061542023
131574,569782.9040833751
131575,1743279.5025116084
131576,26138.055868329957
131577,788876.6833739758
131578,43208.26884594983
131579,631327.5597321154
131580,169349.01936397914
131581,627122.0260578158
131582,518292.636422532
131583,333932.5433695623
131584,29621.0149300565
131585,19936.799534413385
131586,29067.55137900143
131587,216682.9979730125
131588,651130.8981159447
131589,642080.4622689048
131590,55327.659707796745
131591,492388.951262477
131592,38284.62438456058
131593,268153.99116052786
131594,298014.0591765401
131595,1127214.2448894782
131596,20813.360666839508
131597,45592.752444729886
131598,8567.274322271445
131599,848892.5624340522
131600,34982.86591032521
131601,402413.6982177249
131602,25876.08533369648
131603,415681.33875143534
131604,11135.105850251308
131605,91340.52260482662
131606,759282.4987770917
131607,512215.8192445847
131608,609547.6939043002
131609,27641.48746676726
131610,11534.171428159692
131611,1678044.1971455272
131612,336682.5084894067
131613,86766.41842475081
131614,263271.9783794961
131615,12848.82718890243
131616,248149.6292272259
131617,262719.7003567387
131618,728422.3601478453
131619,90259.24400992373
131620,39975.667094997305
131621,242814.3177613912
131622,780002.9095786301
131623,1051163.5964836436
131624,189460.01110021494
131625,225595.8614356541
131626,231884.26526949182
131627,1958922.977184237
131628,321778.5036203471
131629,477008.984574361
131630,17977.645400211328
131631,204739.78619556365
131632,419739.7795087125
131633,1002383.4393366429
131634,4360433.872463394
131635,418288.4429072252
131636,484067.7779337229
131637,543173.8479255609
131638,1203141.3996352688
131639,543821.5297662751
131640,1650193.8036550062
131641,1158858.0935187752
131642,34577.13579115315
131643,120067.36449737275
131644,295443.5346828654
131645,796971.7319848035
131646,246098.38378876296
131647,1453871.8409248828
131648,45170.12158129838
131649,542860.0583062585
131650,1055179.5690783537
131651,2004992.909432551
131652,22912.51886656273
131653,186381.066644632
131654,909826.6843642151
131655,456506.2346242102
131656,13447.40924247652
131657,126501.79827307616
131658,1184722.3880898282
131659,230881.23865388977
131660,19304.01268668288
131661,3549591.758289979
131662,421274.8227479349
131663,285261.6692743861
131664,648067.8784410453
131665,237762.8249275747
131666,87280.77236323741
131667,1043662.5461352952
131668,175220.5864913291
131669,695475.6368583627
131670,352847.8853006172
131671,312467.74100549624
131672,119265.16695765447
131673,262388.54762173176
131674,1028052.3414794669
131675,779564.0986125666
131676,72061.12850257511
131677,22840.471735484683
131678,76871.2691279945
131679,1942224.3855848392
131680,1016306.564783608
131681,519148.130995509
131682,690975.1750328597
131683,340780.3691779637
131684,300385.6595342399
131685,329697.89619472163
131686,1476782.1521084963
131687,573925.0385260786
131688,328046.6540047064
131689,577067.4071707092
131690,201526.30422481312
131691,443232.5988852393
131692,584950.0687258685
131693,453301.5534701773
131694,700790.2664953752
131695,954049.8037571335
131696,570619.2869186953
131697,545256.3054494871
131698,398628.1225852503
131699,370106.7703096104
131700,147741.52139649345
131701,16355.971898126367
131702,16116.436253440557
131703,449356.1441496393
131704,1660344.9807311266
131705,4005012.4563856986
131706,114408.37086720235
131707,17593.33232745707
131708,1370533.2965839286
131709,306549.56390279555
131710,45839.40240590399
131711,1363505.3066655172
131712,102988.93311219176
131713,650378.6295848225
131714,539342.2094077626
131715,870609.886419521
131716,31804.471955730605
131717,604072.8206187759
131718,772885.0346101788
131719,1121497.1654415664
131720,465183.1866195189
131721,192168.80150613945
131722,270844.61072826385
131723,209247.34244051907
131724,53420.73680142013
131725,433676.4050118787
131726,1070208.7190226049
131727,41279.65966411291
131728,119778.19747129524
131729,119630.27107778029
131730,1237669.273108271
131731,996493.967125745
131732,1203640.8178753708
131733,703642.7465034617
131734,2031460.0437914475
131735,1461224.0650613206
131736,774378.2341308644
131737,95132.31654012279
131738,169771.00490229644
131739,880009.5149445368
131740,1110452.6067553016
131741,1505656.313547036
131742,102293.24535880152
131743,705543.4903240416
131744,252201.0406107396
131745,1366202.9266061438
131746,1516282.1315402868
131747,754831.162073626
131748,220493.01665647965
131749,2587774.130449495
131750,422917.7421651007
131751,314379.200898466
131752,2937672.5814884068
131753,547480.4792467505
131754,660221.7306724585
131755,350523.6698174053
131756,400665.6695646283
131757,274034.1535167496
131758,187692.2583599648
131759,827764.5768173152
131760,75405.3543963254
131761,15214.905612083538
131762,903975.0912114079
131763,454844.9286991429
131764,1047983.7812997642
131765,878885.561244994
131766,935601.6200003524
131767,68917.11464324659
131768,23105.698097127748
131769,1065830.9165847618
131770,142583.66704034744
131771,577406.2060329557
131772,628587.2165576129
131773,20238.9819568792
131774,437117.35903721437
131775,101297.92966510977
131776,18134.134107602717
131777,463046.51389407046
131778,42963.933571015266
131779,428590.76644050976
131780,181857.23194172262
131781,41565.48650617457
131782,481654.56614480104
131783,66733.54236024513
131784,141524.65224276186
131785,19817.38638232044
131786,139403.0260313175
131787,143284.03222787622
131788,754261.4714007956
131789,892112.250915366
131790,1484106.0761476746
131791,1798108.0866694257
131792,276177.4018747073
131793,9917.636500312316
131794,2976449.428149905
131795,574660.3204675695
131796,92545.03980589262
131797,7826.07663529817
131798,667961.9958828235
131799,344906.55319037737
131800,1011054.465394247
131801,94840.49099153382
131802,565289.8874818652
131803,649541.163853438
131804,1531798.467609365
131805,273117.4527351959
131806,272778.7386265961
131807,275158.32341131644
131808,1184846.7071580426
131809,895150.990323783
131810,1577613.0821163675
131811,64247.93510425391
131812,120943.10575827828
131813,324076.0004125421
131814,263908.9403269569
131815,26108.865751206493
131816,62311.467612724824
131817,436884.08511836437
131818,975429.3647981869
131819,487955.7844147599
131820,33472.72680212688
131821,637374.2761794147
131822,422746.36069517897
131823,1465050.2200860104
131824,188412.75041394169
131825,114818.20725250011
131826,97123.47200230233
131827,1028208.2069250145
131828,96661.95102273305
131829,350806.8835779337
131830,2053066.901515125
131831,220485.57889612962
131832,15769.083823692166
131833,658710.2403953957
131834,656575.6907357529
131835,69381.01947752423
131836,224001.6264427382
131837,2783837.3114565467
131838,149167.61687199643
131839,869624.4026389201
131840,830971.8708972267
131841,246903.36460708175
131842,81743.90106956728
131843,311124.08943442977
131844,15749.28466984085
131845,834955.6487909128
131846,358439.5090616966
131847,545654.6761420107
131848,223462.30189144355
131849,123615.4767447074
131850,127719.9951961794
131851,2024436.8022115456
131852,202547.62802613984
131853,2225425.7770481748
131854,142515.13597160333
131855,36732.51140751465
131856,996664.7818751977
131857,811143.8763376886
131858,887418.4128921392
131859,653657.9710520768
131860,123413.58215944846
131861,1392526.9493921043
131862,476675.64561531774
131863,547983.2097754575
131864,2658142.208055744
131865,2756420.5488315825
131866,451452.9349804747
131867,63794.8463769004
131868,713687.2834026776
131869,309329.611771837
131870,138833.87217275606
131871,268449.6245703177
131872,30315.349968176582
131873,178367.6115740578
131874,1285950.6724356243
131875,1369549.7904436036
131876,540362.1940429455
131877,12528.200162124103
131878,572793.6823770932
131879,2686632.4981783587
131880,307195.7308796285
131881,578153.6135557272
131882,32786.587335449265
131883,10457.678939267656
131884,36349.46773323963
131885,311998.31119375984
131886,40715.08918531697
131887,15696.211140192869
131888,522678.1644964342
131889,111075.76902559344
131890,320479.71015391673
131891,636008.7733815912
131892,618286.3197365261
131893,1152380.8305483474
131894,2110959.088399232
131895,407505.5406301004
131896,124410.95727098887
131897,563570.655188918
131898,205117.61453372872
131899,223497.9210830221
131900,235137.2883645964
131901,475763.8365440503
131902,1536124.1444926746
131903,310982.46277337923
131904,85518.04109897693
131905,217582.40376088038
131906,829200.2098174235
131907,3075084.5180526427
131908,20894.05396962252
131909,514725.1353803263
131910,97079.56802470582
131911,118501.83916488105
131912,1275248.269154065
131913,1037769.7478707306
131914,821815.9679588003
131915,60116.77741322347
131916,39868.693854077166
131917,1211307.199506953
131918,529446.8563253621
131919,255734.7274908907
131920,921007.7031443708
131921,1260892.87207821
131922,1365868.869555488
131923,378560.4348451
131924,928786.164003436
131925,31493.44320367529
131926,667542.376897504
131927,89019.14416353576
131928,858589.0505837816
131929,2247911.484702839
131930,75216.66290012594
131931,3446278.9380880287
131932,67750.67919961088
131933,902412.4372058021
131934,154878.6287042118
131935,40024.332388289935
131936,273890.77052088216
131937,745136.1425313054
131938,16349.066407808745
131939,2088646.1481906287
131940,115800.28099094547
131941,962135.8054439656
131942,68857.38207023854
131943,828246.344265866
131944,702119.7870526541
131945,482728.1016768271
131946,498203.59737679135
131947,102637.55743088496
131948,658390.7246829038
131949,224413.85833992728
131950,752868.7446743505
131951,156303.94349407146
131952,132723.7229915416
131953,121147.38227480893
131954,2079588.484952815
131955,22052.548682189794
131956,88344.18512165225
131957,1351270.7280337384
131958,496060.223988185
131959,2384429.558462122
131960,17021.549184274376
131961,28738.122830324864
131962,906050.9526950531
131963,65764.6572919828
131964,239991.17800071705
131965,51861.625986239094
131966,1629054.1551438782
131967,68878.85457929428
131968,342717.0795295647
131969,922701.8866265869
131970,572527.7801033045
131971,372664.3004556004
131972,32732.53885448297
131973,1302609.2231704434
131974,96125.18456686851
131975,103544.70101283984
131976,49926.23327982659
131977,1404972.0443195777
131978,2971626.5848839707
131979,1249018.624934842
131980,44791.424600164406
131981,942569.7548836312
131982,77488.44663812954
131983,17906.483942931456
131984,407528.9602320153
131985,926921.0413626407
131986,779255.0429841416
131987,710781.9852692031
131988,210744.9891693693
131989,809978.237455686
131990,396185.2458991495
131991,877998.2669781006
131992,2446072.498304918
131993,601169.5002883548
131994,546703.0714810173
131995,36355.61098235465
131996,102334.98783797504
131997,639454.8096173442
131998,99935.51186888246
131999,19797.765508090702
132000,721819.740407589
132001,62190.260085601956
132002,1782633.9266046216
132003,734291.3307578062
132004,367063.9845699528
132005,2733628.6686084163
132006,344208.8017198565
132007,12036.53488182306
132008,605396.6495785336
132009,67928.75668167094
132010,833873.876468892
132011,1512528.9960784463
132012,621318.2334380731
132013,55442.616681281856
132014,370406.57644249307
132015,386676.7077467145
132016,493877.6689312874
132017,424559.94160650857
132018,781379.0208462643
132019,278778.63773721154
132020,68174.6810404625
132021,39585.844799848965
132022,106446.32555289683
132023,957789.1862211145
132024,16919.69901415153
132025,1458803.4505025996
132026,444458.04964577226
132027,466639.26272968866
132028,11389.191521326064
132029,1022878.3541392031
132030,97024.45923243018
132031,85397.79858898785
132032,400786.0426734553
132033,2174393.041872521
132034,820732.9995759219
132035,833645.0138042659
132036,204816.98255398683
132037,1399134.2417977857
132038,1014345.4087932896
132039,198154.34507244854
132040,105250.99981925012
132041,110688.49967601596
132042,227602.15281992572
132043,655232.210463499
